plant_id,name,gppd_idnr,capacity_mw,fuel_id,commissioning_year,wepp_id,,owner,source,geolocation_source,year_of_capacity_data
26700,Corning,USA0001134,6.8,8,1993.235294,17695,,City of Corning - (IA),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26701,Corning Pharmaceutical Glass,USA0058359,2.3,11,2012,68321,,CVI CleanCapital Solar 4 LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26702,Cornwall Solar Center  LLC,USA0059663,5,11,2016,,,SRE Utility Solar 1  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26703,Corona,USA0000480,2.9,6,1983,,,Metropolitan Water District of S CA,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26704,Coronado,USA0006177,821.8,1,1980,31944,,Salt River Project,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26705,Coronal Lost Hills,USA0059638,20,11,2015,,,Coronal Lost Hills  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26706,Coronus Adelanto West 1,USA0059536,1.5,11,2015,,,CF SBC Master Tenant One LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26707,Coronus Adelanto West 2,USA0059537,1.5,11,2015,,,CF SBC Master Tenant One LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26708,Corpus Christi,USA0050475,41,4,1989,28686,,Equistar Chemicals LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26709,Corpus Christi Energy Center,USA0055206,593.3,4,2002,45998,,Corpus Christi Cogeneration LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26710,Corpus Refinery,USA0050026,47,4,1988,,,Flint Hills Resources Corpus Christi LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26711,Correctional Solar LLC,USA0060915,20,11,2018,,,Dominion Renewable Energy,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26712,Corvus Community Solar,USA0061177,4.5,11,2018,,,Corvus Community Solar,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26713,Cos Cob,USA0000542,115,8,1982.565217,17268,,Connecticut Jet Power LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26714,Cosgrove Intake and Power Station,USA0010825,3.2,6,1969,,,Massachusetts Water Res Auth,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26715,Cosmo Specialty Fibers Plant,USA0050185,15,13,1957,,,Cosmo Specialty Fibers,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26716,Coso Energy Developers,USA0010875,90,5,1989,,,Coso Operating Co LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26717,Coso Finance Partners,USA0010873,92.2,5,1987.650759,,,Coso Operating Co LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26718,Coso Power Developers,USA0010874,90,5,1989.666667,,,Coso Operating Co LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26719,Costa Sur,WRI1028011,42,4,,,,,CEPR,WRI,
26720,Costa Sur,WRI1026811,990,8,1962,30934,,PREPA,PREPA,WRI,
26721,Costco Lake Drive,USA0063638,2.6,4,2019,,,Costco Wholesale,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26722,Cosumnes,USA0055970,556.8,4,2006,49184,,Sacramento Municipal Util Dist,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26723,Cottage Grove CSG  LLC,USA0061483,5,11,2018,,,Ecoplexus  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26724,Cottage Grove Project CSG,USA0061983,4.9,11,2018,,,DG Minnesota CSG  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26725,Cottage Street Solar Facility,USA0058568,3.2,11,2014,68745,,Western Massachusetts Electric Company,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26726,Cotten Farm  LLC,USA0060965,5,11,2016,,,Heelstone Energy Holdings  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26727,Cotton Center Solar Hybrid,USA0057561,17,11,2011,64567,,Arizona Public Service Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26728,Cotton Plains Wind Farm,USA0060210,50.4,#N/A,2017,,,Cotton Plains Wind I  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26729,Cottonwood,USA0000394,1.6,6,1908.5,25084,,Los Angeles Department of Water & Power,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26730,Cottonwood Energy Project,USA0055358,1433.6,4,2003,47112,,Cottonwood Energy Co LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26731,Cottonwood Solar  LLC,USA0063293,3,11,2018,,,Alchemy Renewable Energy,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26732,Cottonwood Solar  LLC (City of Corcoran),USA0059087,12,11,2015,66568,,Dominion Renewable Energy,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26733,Cottonwood Solar  LLC (Goose Lake),USA0059086,12,11,2015,,,Dominion Renewable Energy,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26734,Cottonwood Solar  LLC Cottonwood Carport,USA0059703,1,11,2016,,,Dominion Renewable Energy,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26735,Cottonwood Wind Energy Center,USA0061407,89.7,#N/A,2017,,,Cottonwood Wind Project,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26736,Cougar,USA0003076,26,6,1964,35546,,USACE Northwestern Division,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26737,Cougar Solar  LLC,USA0061658,1.9,11,2018,,,Cougar Solar  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26738,Coughlin Power Station,USA0001396,922.8,4,1986.242089,15872,,Cleco Power LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26739,County College of Morris,USA0058881,2.9,11,2013,66115,,Sunlight General Morris Solar LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26740,County Home Solar Center  LLC,USA0060199,2,11,2016,,,Heelstone Energy Holdings  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26741,County Home Solar LLC,USA0062167,7.5,11,2018,,,Radian Generation,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26742,County of San Diego SBRC,USA0062242,1.3,11,2019,,,Solar Star California LXIII  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26743,Countyside Genco LLC,USA0055773,12.8,13,2012,,,Illinois Electricial Gen Partn,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26744,Courtenay Wind Farm,USA0058658,200,#N/A,2017,67135,,Northern States Power Co - Minnesota,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26745,Covanta Alexandria/Arlington Energy,USA0050663,29,13,1987,28731,,Covanta Alexandria/Arlington,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26746,Covanta Babylon Inc,USA0050649,17,13,1989,,,Covanta Babylon Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26747,Covanta Bristol Energy,USA0050648,16.3,13,1988,28733,,Covanta Bristol Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26748,Covanta Delano Energy,USA0010840,57,13,1991.326316,,,Covanta Delano Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26749,Covanta Delaware Valley,USA0010746,90,13,1991,13172,,Covanta Delaware Valley LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26750,Covanta Essex Company,USA0010643,69.8,13,1990,13165,,Covanta Essex Company,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26751,Covanta Fairfax Energy,USA0050658,124,13,1990,28747,,Covanta Fairfax Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26752,Covanta Haverhill,USA0050661,46,13,1989,28737,,Ogden Projects Inc-Haverhill,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26753,Covanta Hempstead,USA0010642,78.6,13,1989,13166,,Covanta Hempstead Company,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26754,Covanta Hennepin Energy,USA0010013,39.5,13,1989,28736,,Covanta Energy Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26755,Covanta Indianapolis Energy,USA0050647,6.5,13,1988,,,Covanta Indianapolis Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26756,Covanta Lake County Energy,USA0050629,15.5,13,1990,,,Covanta Lake Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26757,Covanta Marion Inc,USA0050630,13.1,13,1986,,,Covanta Marion Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26758,Covanta Mendota,USA0010837,28,13,1989,34568,,Covanta Mendota LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26759,Covanta Niagara I  LLC,USA0050472,50,13,1980,,,Covanta Energy of Niagara LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26760,Covanta Plymouth Renewable Energy,USA0054625,32.1,13,1992,26781,,Covanta Plymouth Renewable Energy L P,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26761,Covanta Southeastern Connecticut Company,USA0010646,18.3,13,1992,,,Covanta Southeastern Connecticut Company,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26762,Covanta Stanislaus Energy,USA0050632,24,13,1988,,,Covanta Stanislaus Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26763,Covanta Tulsa Renewable Energy LLC,USA0050660,16.8,13,1989,28762,,Covanta Tulsa Renewable Energy LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26764,Cove Hydroelectric,USA0010707,5,6,1990,29498,,Snow Mountain Hydro LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26765,Cove Point LNG Terminal,USA0059073,228.6,4,2010.569554,17080,,Dominion Cove Point LNG  LP,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26766,Covel Gardens Gas Recovery,USA0056864,9.6,13,2005,,,EDL Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26767,Coventry Clean Energy Corporation,USA0062859,8,13,2006.2,,,Washington Electric Coop - (VT),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26768,Coventry Photovoltaic  LLC,USA0060411,2.2,11,2014,,,Soltage LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26769,Covington Facility,USA0050900,160.9,13,1996.90926,,,WestRock Corp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26770,Covington Solar Farm,USA0061759,10,11,2018,,,Oklahoma Gas & Electric Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26771,Cow Branch,USA0056536,50.4,#N/A,2008,55999,,Cow Branch Wind Power  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26772,Cow Creek,USA0000229,1.4,6,1907,29367,,Pacific Gas & Electric Co.,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26773,Cowans Ford,USA0002722,350,6,1964,18711,,Duke Energy Carolinas  LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26774,Cowiche,USA0050423,1.7,6,1987,,,Yakima-Tieton Irrigation Dist,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26775,Cowlitz Falls,USA0007427,70,6,1994,24780,,PUD No 1 of Lewis County,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26776,Cox Battery Energy Storage,USA0061679,1.2,12,2017,,,City Utilities of Springfield - (MO),U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26777,Cox Waste to Energy,USA0054850,5,13,1996.4,,,Cox Interior Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26778,Coyote,USA0008222,450,1,1981,26753,,Otter Tail Power Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26779,Coyote Creek,USA0000483,3.1,6,1984,26169,,Metropolitan Water District of S CA,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26780,Coyote Ridge,USA0061047,96.7,#N/A,2020,,,Coyote Ridge LLC,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26781,Coyote Ridge Community Solar,USA0061425,1.5,11,2017,,,Poudre Valley REA  Inc,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26782,Coyote Springs,USA0007350,296,4,1995,30442,,Portland General Electric Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26783,Coyote Springs II,USA0007931,287,4,2003,30442,,Avista Corp,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26784,Crafton Hills College Solar Farm,USA0058170,1.3,11,2012,57304,,San Bernardino Comm College Dist,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
26785,Craig (AK),USA0000421,4.6,8,1997.086957,12638,,Alaska Power and Telephone Co,U.S. Energy Information Administration,U.S. Energy Information Administration,2019
